-2739	727	245
-2830	428	113
-2788	-655	81
-2328	-1095	83
-2159	-906	82
-2516	-202	78
-2394	45	81
-2548	-116	56
-2550	-383	78
-2591	-1209	80
-2413	-2112	53
-2768	-2366	78
-3877	-1703	78
-3936	-1702	62
-3926	-1853	79
-2985	-1974	79
-2253	-1838	65
-2075	-1983	89
-1541	-2195	82
-1791	-2246	74
-2152	-2227	85
-1638	-2266	77
-988	-3109	75
-326	-3308	145
313	-2649	76
501	-1422	78
990	-564	140
1392	-98	76
1977	312	79
2364	266	120
2451	349	77
2288	469	79
1735	1026	87
1552	1507	78
1597	2008	79
2762	2828	60
3156	3785	78
3148	4264	79
3699	4542	53
3083	4729	78
2398	4731	79
2193	4413	56
2469	3554	78
3031	3429	79
2938	3891	60
2808	4792	75
2877	5081	80
2669	4770	63
2829	4260	134
2180	3204	77
2087	2293	73
1282	1444	145
225	2018	78
-547	2445	74
-961	2498	139
-89	2378	77
-332	2506	79
-466	2236	16691
-575	1534	17138
-1678	998	17043
-2590	744	274
-2994	376	83
-2657	-666	82
-2281	-1174	62
-2343	-1008	80
-2423	-242	80
-2544	-57	61
-2549	-272	79
-2670	-570	79
-2414	-1370	55
-2287	-1978	78
-3139	-2325	79
-3606	-1690	55
-4141	-1719	78
-3864	-1829	77
-2946	-2037	70
-2246	-2104	79
-1898	-1962	79
-1563	-2014	71
-1533	-1965	108
-1943	-1865	78
-1594	-2124	74
-896	-3017	79
-310	-3532	78
278	-2772	74
286	-1462	146
841	-734	81
1383	-317	77
1720	136	128
2411	301	77
2506	304	80
2328	488	125
1878	1335	78
1510	1805	78
1687	2354	61
2793	2884	78
3310	3593	79
3285	4176	64
3472	4410	79
3071	4684	80
2120	4601	53
2118	4376	78
2519	3574	78
3156	3378	57
3181	4165	77
2976	5096	77
3111	5516	56
2913	5185	89
2763	4358	82
2449	3122	66
1911	2032	85
1074	1272	78
-43	1645	71
-762	2152	127
-1205	2318	78
-539	2243	75
-207	2317	16759
-451	2141	17049
-643	1552	16962
-1578	1160	17008
-2675	891	245
-2893	518	85
-2767	-866	129
-2051	-1294	81
-2350	-1043	79
-2617	-245	96
-2469	19	78
-2700	-279	81
-2641	-634	67
-2662	-1632	80
-2194	-2147	79
-3082	-2324	54
-3689	-1770	77
-3927	-1586	76
-3988	-1784	55
-2813	-1978	80
-2194	-1965	81
-1882	-2061	65
-1535	-1975	81
-1795	-2026	77
-1861	-1898	64
-1457	-2152	78
-817	-2922	79
-100	-3268	70
507	-2806	79
561	-1392	79
855	-393	68
1381	-89	128
1894	122	78
2472	37	76
2521	184	143
2258	536	78
1834	1383	77
1564	1962	144
1720	2577	77
2819	3221	74
3423	3742	131
3508	4141	79
3470	4440	79
2915	4537	124
2130	4618	77
1934	4161	79
2496	3468	99
2901	3051	75
3055	3757	79
2879	4851	68
3029	5436	78
2852	5234	79
2798	4468	57
2446	3242	77
2146	2120	82
984	1289	60
-13	1696	78
-641	2142	79
-1258	2410	57
-575	2397	76
-388	2310	16838
-480	2040	17045
-765	1438	17015
-1589	978	17055
-2587	828	242
-2980	498	132
-2782	-673	79
-2245	-1326	80
-2371	-1153	145
-2564	-430	80
-2452	-170	77
-2661	-301	138
-2736	-611	78
-2622	-1474	77
-2270	-2214	126
-3152	-2438	77
-3719	-1901	79
-4017	-1849	109
-3906	-1741	78
-3097	-1862	79
-2106	-1948	78
-1800	-2090	79
-1432	-2179	82
-1627	-2215	58
-1852	-2163	79
-1440	-2249	79
-987	-2768	57
-150	-3237	79
621	-2774	80
638	-1490	57
1141	-359	78
1606	181	78
1873	483	55
2507	298	78
2841	83	80
2202	278	71
1720	1116	79
1510	1859	77
1818	2570	74
2643	3460	139
3466	4217	75
3819	4601	74
3696	4693	145
3200	4769	77
2305	4679	78
1916	4237	139
2249	3467	76
2648	2867	79
2755	3408	127
2688	4388	79
3038	5017	80
2758	5060	125
2684	4491	75
2480	3449	79
2152	2160	64
1155	1409	77
77	1672	80
-595	2125	60
-1274	2330	76
-971	2311	79
-529	2133	16716
-603	1590	17155
-861	1057	17137
-1638	713	232
-2650	842	83
-2933	765	78
-2911	-418	69
-2050	-1119	81
-2410	-1197	81
-2704	-603	76
-2518	-287	144
-2822	-504	80
-2696	-694	72
-2717	-1447	142
-2256	-2168	78
-2970	-2391	79
-3747	-1981	131
-4025	-1826	77
-3846	-2018	78
-2809	-1812	76
-2200	-1700	77
-1749	-1982	79
-1157	-1891	78
-1559	-2015	78
-1746	-2005	81
-1385	-2267	65
-994	-2814	82
-205	-3125	80
430	-2985	56
814	-1540	78
1113	-439	78
1709	230	53
2036	678	75
2549	505	78
2809	230	53
2337	263	77
1833	1123	80
1464	1810	66
1808	2472	78
2682	3393	79
3173	4224	69
3735	4609	137
3666	4783	79
3038	4708	74
2704	4768	148
1937	4438	78
2329	3792	75
2761	3041	141
2930	3508	76
2758	4577	78
2827	4975	121
2798	4916	78
2553	4355	78
2267	3255	121
2209	2114	78
1074	1348	80
61	1749	91
-755	2055	75
-1084	2345	80
-847	2469	55
-793	2330	16808
-484	1798	17153
-929	1086	17026
-1638	707	246
-2840	724	84
-3032	552	65
-2962	-494	79
-2384	-1377	80
-2318	-1315	70
-2810	-811	78
-2536	-424	79
-2782	-496	73
-2759	-702	142
-2433	-1420	79
-2243	-2117	72
-2907	-2372	140
-3607	-1980	81
-3948	-1971	73
-3813	-1951	145
-2819	-2135	78
-2221	-1805	77
-1981	-2092	142
-1126	-2066	79
-1473	-2114	80
-1770	-2155	125
-1159	-2107	78
-981	-2592	80
-56	-2813	116
772	-2596	79
758	-1723	79
1338	-636	63
1643	137	75
2069	857	77
2203	845	55
2739	374	78
2594	405	81
1806	1238	59
1672	2100	77
1987	2616	81
2852	3259	61
3256	4335	82
3557	4769	79
3804	4890	72
3151	4687	139
2276	4615	78
2052	4363	78
2141	3586	141
2589	3104	77
2869	3518	76
2628	4430	136
2890	4793	79
2787	4724	80
2644	4310	119
2129	3330	78
2104	2101	79
1090	1305	79
-111	1671	77
-916	1925	80
-1229	1946	110
-782	2136	77
-862	2181	16825
-642	1783	16917
-849	1205	17012
-1591	750	246
-2729	791	63
-3031	596	83
-2848	-356	80
-2431	-1213	70
-2302	-1287	106
-2731	-711	79
-2741	-408	74
-2811	-598	145
-2617	-774	77
-2576	-1479	78
-2338	-2128	144
-2877	-2409	79
-3475	-1936	77
-3961	-1861	129
-3742	-2012	78
-2519	-2191	80
-2051	-2003	99
-1908	-1978	76
-1166	-2153	80
-1348	-2335	60
-1751	-2167	79
-1407	-2168	79
-877	-2657	55
5	-2925	79
657	-2534	79
909	-1444	56
1307	-485	79
1861	439	78
2200	897	59
2504	946	75
2698	571	77
2580	458	65
1993	1288	77
1575	2035	77
1935	2629	73
2801	3186	142
3320	4156	78
3506	4854	74
3682	5021	146
3223	4875	78
2380	4743	78
2055	4546	140
2279	3787	77
2621	3233	77
2853	3579	114
2738	4328	77
2741	4762	76
2691	4546	106
2491	4101	77
2057	3115	78
1969	2042	59
1133	1281	79
-4	1708	77
-1027	2044	54
-1323	2008	78
-798	2001	78
-779	2096	16763
-789	1780	17090
-1036	1124	17187
-1680	692	233
-3018	643	84
-3197	359	81
-2957	-641	72
-2570	-1416	132
-2459	-1425	78
-2771	-901	71
-2634	-483	138
-2801	-607	77
-2504	-728	73
-2389	-1240	144
-2388	-1986	78
-2850	-2454	78
-3446	-2095	139
-4019	-2054	77
-3775	-2151	77
-2673	-2420	116
-1820	-2003	78
-1824	-1900	78
-1135	-1836	77
-1069	-1977	77
-1517	-1985	79
-1227	-1974	57
-708	-2541	79
101	-2901	80
529	-2453	55
742	-1451	78
1420	-691	81
1668	51	59
2207	937	77
2613	1149	77
2840	714	60
2690	677	91
2023	1397	80
1758	2368	69
1826	2891	147
2821	3372	79
3322	4097	78
3438	4572	144
3605	4754	80
3066	4697	75
2102	4669	128
2027	4510	76
2043	3627	81
2699	3251	109
2835	3603	78
2660	4472	79
2857	4944	75
2627	4790	78
2605	4290	79
1994	3128	61
1837	1831	76
1052	1106	78
-218	1409	57
-1031	1867	75
-1657	1961	79
-928	1928	16808
-861	1847	16983
-755	1652	17166
-1004	1062	17018
-1641	756	316
-2715	776	85
-3136	519	78
-2894	-516	145
-2615	-1441	81
-2426	-1558	79
-2756	-963	132
-2927	-657	78
-2825	-638	79
-2729	-867	139
-2418	-1386	78
-2458	-2042	79
-2794	-2666	99
-3251	-2163	79
-4037	-1949	80
-3701	-1981	74
-2633	-2318	78
-1884	-2311	79
-1660	-1950	55
-1269	-2092	78
-1057	-2168	78
-1442	-2168	55
-1336	-1944	77
-772	-2429	79
205	-2965	63
805	-2441	77
848	-1238	79
1492	-399	69
1899	297	76
2168	1030	78
2757	1319	67
2897	831	141
2738	553	78
2169	1351	73
1670	2387	142
1953	3089	78
2726	3383	76
3478	4170	136
3460	4702	80
3591	4776	80
3334	4707	134
2005	4633	78
2000	4652	79
2119	3776	109
2581	3156	81
2857	3526	80
2583	4091	61
2860	4736	78
2570	4550	79
2442	4219	50
2038	3172	76
1705	1936	80
1044	1071	55
-179	1358	78
-1076	1857	78
-1529	1998	61
-1136	1924	16895
-802	1854	16943
-916	1534	17138
-1093	924	315
-1728	515	85
-2889	540	78
-3057	484	143
-3037	-477	80
-2605	-1340	80
-2592	-1561	134
-2669	-1053	77
-2739	-595	77
-2787	-699	126
-2452	-625	75
-2591	-1337	78
-2310	-1910	125
-2860	-2540	78
-3229	-2366	79
-3845	-2163	77
-3700	-2253	77
-2679	-2279	78
-1968	-2328	79
-1559	-2094	77
-1227	-1962	80
-1128	-2028	55
-1059	-2136	78
-1333	-2075	78
-891	-2330	62
293	-2756	79
806	-2528	80
963	-1488	69
1350	-604	77
1889	263	79
2194	1281	70
2581	1609	105
3086	1129	77
2798	688	74
2269	1294	145
1876	2394	77
1890	2990	77
2519	3504	137
3215	4211	78
3475	4707	78
3539	4737	97
3197	4525	79
2316	4658	79
1847	4623	80
2071	4021	79
2648	3396	79
2644	3468	55
2744	4005	76
2912	4467	80
2550	4583	53
2312	4193	77
1930	3255	80
1713	2029	54
911	1065	80
-249	1037	78
-1057	1585	60
-1752	1963	76
-1312	1932	16889
-885	1844	17124
-730	1577	16958
-1179	967	249
-1688	620	82
-2697	570	143
-3159	470	77
-3107	-613	78
-2662	-1443	139
-2715	-1742	80
-2823	-1228	79
-2877	-801	104
-2887	-845	77
-2583	-889	79
-2642	-1312	71
-2458	-1917	77
-2708	-2533	79
-3315	-2349	55
-3850	-2214	76
-3398	-2398	79
-2655	-2383	57
-2074	-2200	77
-1340	-1837	79
-1097	-1966	63
-1030	-1830	77
-1141	-1935	79
-1064	-1913	68
-725	-2265	106
195	-2688	80
826	-2437	69
1026	-1312	144
1401	-280	78
1884	511	74
2281	982	144
2661	1290	78
2912	1020	75
2716	907	140
2153	1350	78
1835	2264	78
2092	2964	136
2678	3488	78
3359	4409	77
3557	4868	111
3562	5111	79
3212	4822	78
2301	4722	53
1948	4483	77
1928	3750	80
2477	3119	55
2806	3483	79
2503	4020	79
2826	4444	58
2541	4396	78
2334	4003	77
1942	3140	58
1487	1939	77
833	1187	78
-427	1159	70
-1216	1347	77
-1504	1686	81
-1469	1762	16817
-1008	1828	17110
-905	1523	17152
-1143	1047	247
-1756	585	150
-2788	646	80
-2972	419	78
-3238	-596	131
-2542	-1296	80
-2692	-1484	79
-2700	-1205	129
-2714	-780	78
-2937	-966	80
-2533	-821	81
-2687	-1469	78
-2433	-1988	79
-2973	-2537	54
-3302	-2487	78
-3728	-2295	79
-3490	-2618	55
-2525	-2429	78
-2094	-2166	78
-1259	-1963	57
-915	-1839	80
-1114	-1934	80
-1019	-1517	70
-937	-1639	90
-614	-2215	80
342	-2839	71
786	-2461	130
1108	-1074	80
1382	-102	77
1912	489	143
2322	558	77
2582	888	76
3016	936	141
2550	1090	77
2028	1560	76
1955	2351	128
2028	2950	74
2997	3740	80
3362	4632	124
3606	5072	76
3647	5203	79
3078	4891	85
2236	4749	78
1900	4338	78
1932	3597	56
2510	3115	80
2796	3484	79
2597	4206	53
2801	4553	76
2692	4436	78
2318	3924	57
1981	2968	78
1668	1934	77
615	1079	63
-500	1150	78
-1391	1245	80
-1752	1416	72
-1601	1563	16879
-1255	1646	16998
-962	1424	17063
-1216	981	311
-1697	742	86
-2884	628	81
-3001	375	133
-2993	-480	79
-2706	-1571	80
-2334	-1540	115
-2894	-1023	78
-2786	-669	80
-2863	-874	115
-2581	-1051	75
-2665	-1539	81
-2557	-2424	62
-2788	-2668	78
-3448	-2435	80
-3823	-2158	64
-3379	-2423	75
-2439	-2628	80
-1800	-2103	55
-1356	-1935	80
-849	-1835	80
-893	-1753	56
-1305	-1595	79
-886	-1337	78
-549	-2089	70
462	-2728	77
930	-2504	78
1171	-1112	75
1528	186	144
1875	915	77
2423	927	74
2552	920	147
2993	689	78
2745	1080	76
1890	1619	143
1853	2444	78
2043	2923	77
2871	3554	129
3369	4659	78
3507	4991	79
3704	5067	113
3172	4880	78
2183	4958	80
1886	4589	54
1872	3719	78
2455	3015	77
2766	3223	56
2577	4038	79
2675	4473	81
2492	4328	59
2385	3923	75
1924	2994	81
1733	1885	57
801	1144	77
-474	1156	79
-1465	1433	65
-1752	1514	142
-1492	1595	16906
-1373	1632	17093
-947	1355	16966
-1082	1020	245
-1729	699	81
-2765	883	129
-3152	368	77
-2994	-457	79
-2779	-1544	126
-2549	-1792	79
-2790	-1307	78
-2897	-720	66
-2858	-827	77
-2476	-872	78
-2658	-1421	70
-2415	-2218	78
-2692	-2788	80
-3248	-2483	54
-3833	-2284	79
-3455	-2505	79
-2524	-2694	53
-1958	-2220	79
-1426	-1913	81
-842	-1904	61
-736	-1908	77
-1228	-1671	79
-1125	-1424	60
-487	-1819	77
491	-2550	78
885	-2497	73
1266	-1388	135
1598	-43	77
1987	1031	75
2399	1334	144
2644	1226	79
3092	636	77
2872	841	139
2099	1697	81
1768	2552	76
1900	2985	132
2939	3626	79
3350	4750	79
3574	5181	139
3819	5170	80
3207	4944	80
2333	5006	77
1863	4732	79
1886	3848	79
2346	3008	104
2653	3020	79
2558	3726	78
2534	4221	51
2415	4288	78
2219	3863	80
1879	2960	56
1659	1806	79
913	1098	76
-407	1166	65
-1511	1410	78
-1736	1542	79
-1540	1567	16913
-1458	1627	16997
-1204	1264	17148
-1232	810	246
-1844	486	151
-2832	639	78
-3147	475	75
-3060	-302	147
-2729	-1487	79
-2459	-1657	78
-2817	-1296	133
-2832	-811	78
-2865	-798	78
-2615	-954	131
-2537	-1311	79
-2531	-2259	80
-2504	-2713	81
-3190	-2565	78
-3736	-2231	80
-3374	-2456	70
-2592	-2714	79
-1933	-2245	79
-1413	-2088	53
-731	-2069	76
-560	-1915	80
-1182	-1594	58
-956	-1355	76
-551	-1847	80
525	-2473	64
917	-2474	79
1259	-1602	79
1620	-288	62
1864	903	78
2466	1533	76
2584	1424	69
3014	765	137
2957	624	77
2196	1481	74
1740	2546	142
1769	3095	76
2900	3732	77
3364	4791	140
3547	5148	78
3928	5064	78
3413	4882	126
2201	5054	77
1859	4835	80
1730	3758	106
2332	2897	77
2738	2941	80
2610	3606	63
2560	4316	76
2311	4312	79
2257	4070	52
1877	3118	75
1750	1823	78
963	1072	54
-500	1074	77
